,aucs,params,Standard deviation,time
0,0.5306220072160223,"(1, 0)",0.40012780322874464,241.03763987595448
1,0.4840625215798554,"(1, 1)",0.2638793320057092,474.0316382928868
2,0.4753091324042112,"(2, 0)",0.25540441044060946,59.91773000097601
3,0.48804405997572536,"(2, 1)",0.28035351968706246,122.45530965097714
4,0.47445704393071864,"(3, 0)",0.23931479689179933,27.82640729000559
5,0.4738840894323751,"(3, 1)",0.2341800385376695,55.38779273809632
6,0.4661701693013307,"(4, 0)",0.21683729189133735,15.581921271921601
7,0.4442355618626844,"(4, 1)",0.18587663214112518,31.626722668064758
8,0.46189131223347146,"(5, 0)",0.2050849649198686,10.214790562982671
9,0.47452935795917695,"(5, 1)",0.26004300338424774,21.120121743006166
10,0.4437536619005916,"(6, 0)",0.1977410269328484,6.804874900961295
11,0.4628765117668941,"(6, 1)",0.21259028594732357,14.542631564952899
12,0.46244298033034975,"(7, 0)",0.21489700467799341,5.064797729952261
13,0.4522290555437915,"(7, 1)",0.18392680360472663,10.784403138968628
14,0.44419554342748774,"(8, 0)",0.17423079632819594,4.1649533631280065
15,0.4832090703312276,"(8, 1)",0.20452716726173917,9.141794812923763
16,0.44961679940493327,"(9, 0)",0.1809002992527216,3.510210790031124
17,0.47931888700201136,"(9, 1)",0.20260041533536063,7.813758551899809
18,0.4347663637696758,"(10, 0)",0.1519275156266878,2.7977994930697605
19,0.47574441494572256,"(10, 1)",0.19632239647037394,6.441726185963489
