,aucs,params,time
0,7.027898532255071,"(1, 0)",12.051881993797725
1,1.0914191322215392,"(1, 1)",23.70158191464434
2,1.460151858415576,"(2, 0)",2.9958865000488
3,0.5467585004806748,"(2, 1)",6.122765482548856
4,0.2670526397848347,"(3, 0)",1.3913203645002794
5,0.07748933807632061,"(3, 1)",2.7693896369048163
6,-0.2982112830499384,"(4, 0)",0.77909606359608
7,-1.4094906676083179,"(4, 1)",1.581336133403238
8,-0.5511776674936391,"(5, 0)",0.5107395281491336
9,0.005857278152622103,"(5, 1)",1.0560060871503083
10,-1.701735041511445,"(6, 0)",0.34024374504806476
11,-0.7165488703421679,"(6, 1)",0.7271315782476451
12,-0.7895283513651072,"(7, 0)",0.2532398864976131
13,-1.0309614913736809,"(7, 1)",0.5392201569484314
14,-1.7665167686894931,"(8, 0)",0.20824766815640036
15,0.5686591782083708,"(8, 1)",0.45708974064618824
16,-1.4409089079379296,"(9, 0)",0.1755105395015562
17,0.4926097399023174,"(9, 1)",0.39068792759499044
18,-2.231797688184768,"(10, 0)",0.13988997465348801
19,0.39898054005917866,"(10, 1)",0.32208630929817444
