,rand_layer,pearson,ssim,spearman,action
0,1,0.39225796313701194,0.6582621407782996,0.8302636900224458,3
1,2,0.2007864258756422,0.588222408629377,0.5807607554370553,3
2,3,0.24344960877878316,0.5857204748924304,0.6274955028201475,3
3,4,0.25590107795561334,0.5928627673456012,0.7035903393681917,3
4,5,0.2045466619448013,0.5401595653371295,0.6967725715337237,3
5,6,0.004248552641676255,0.002330931098190462,0.008114459352896855,3
6,7,-0.001555309426630238,0.006335227591871324,0.01781303464674309,3
7,1,0.3769146647599084,0.6666574014283103,0.8286702529669472,3
8,2,0.17282533788102514,0.5577407061257842,0.5761398860058743,3
9,3,0.1827250853484901,0.5805233451279043,0.595424993175203,3
10,4,0.17643670803170497,0.5572975104659309,0.7235723535178724,3
11,5,0.16441091440207176,0.5508721552640045,0.6812690020210297,3
12,6,0.01056954186314974,0.00216205760442314,0.0001498992328277071,3
13,7,-0.0018964286328742534,0.01030581314034338,0.009895620638555947,3
14,1,0.3625524813101772,0.6568552700502586,0.8074415830079522,3
15,2,0.21415493700928068,0.5702644124017813,0.5922805413251349,3
16,3,0.23223159040605984,0.5676817153863452,0.6488158625103483,3
17,4,0.2216764663533536,0.5373550022058627,0.7045425690509665,3
18,5,0.16970314818454843,0.53035182134801,0.673042532119253,3
19,6,-0.012093251811683681,0.005548505360214635,0.0052553670467094995,3
20,7,0.008499736247615722,0.011429325150998626,0.016430512868756166,3
21,1,0.22469808375761183,0.623962029930132,0.43193845783564605,2
22,2,0.28001032101479467,0.6094721293104879,0.716269508667878,2
23,3,0.21880986817695336,0.5542432221097514,0.6464057927466178,2
24,4,0.19730336155023645,0.5404294960462445,0.6625225330684562,2
25,5,0.1658833098756867,0.4987643888498921,0.7044259113526872,2
26,6,0.00887780569303433,0.002574209906601114,0.001233863671230535,2
27,7,-0.002926641107933602,0.013847296938644678,0.018539232106303552,2
28,1,0.19605770931415972,0.6156915725078905,0.4328399414773784,2
29,2,0.22711273910766547,0.576528284508469,0.6780894706374166,2
30,3,0.19122799274915556,0.5509155631937055,0.6469538156178315,2
31,4,0.16537172455816676,0.525737034431211,0.6455039733249232,2
32,5,0.21056733696414184,0.5058632259689291,0.7070032782389508,2
33,6,0.009419053625559948,0.003996662967252034,0.009695511698692148,2
34,7,-0.00866450863146965,0.010444590876217408,0.0016801165173319752,2
35,1,0.1873723457303551,0.5891535586588488,0.3970544884567226,2
36,2,0.23794621818882186,0.5889954178121325,0.7242811710736331,2
37,3,0.23121091874053495,0.574206961671776,0.7128886382963011,2
38,4,0.21572477773064913,0.5385273773340935,0.678720295273942,2
