,aucs,params,time
0,1.4475445619619944,"(1, 0.0, 0, 1000)",31.289399630399952
1,1.2910636735532215,"(1, 0.0, 0, 1500)",41.133287331211086
2,1.2490440707653763,"(1, 0.0, 0, 2000)",54.5516796129117
3,1.3935371146044309,"(1, 0.0, 0, 2500)",68.75585695947387
4,1.3022316194194206,"(1, 0.0, 0, 3000)",82.29776801241499
5,1.3620648254366483,"(1, 0.25, 0, 1000)",28.44788234258823
6,1.669179270000142,"(1, 0.25, 0, 1500)",43.08127569286046
7,1.6872212275698342,"(1, 0.25, 0, 2000)",56.442742862570526
8,1.6036994103287512,"(1, 0.25, 0, 2500)",69.66500295428602
9,1.6586665070122655,"(1, 0.25, 0, 3000)",82.36012705525422
10,0.907835619178984,"(1, 0.5, 0, 1000)",64.1573426231547
11,1.3754880991052179,"(1, 0.5, 0, 1500)",97.45357077505662
12,1.2532283151303145,"(1, 0.5, 0, 2000)",134.22018999621469
13,1.1587503436185858,"(1, 0.5, 0, 2500)",174.9420311799405
14,1.0665784076075342,"(1, 0.5, 0, 3000)",210.76605210997468
15,1.5633213835220563,"(1, 0.75, 0, 1000)",82.0377427857452
16,1.5720239987706437,"(1, 0.75, 0, 1500)",123.60109483188467
17,1.6190981794586954,"(1, 0.75, 0, 2000)",167.66564325912918
18,1.2444951711112962,"(1, 0.75, 0, 2500)",210.00166808910103
19,1.362759263002697,"(1, 0.75, 0, 3000)",252.55583041978798
20,1.533962400564376,"(1, 1.0, 0, 1000)",91.81268233811807
21,1.5787217841648005,"(1, 1.0, 0, 1500)",137.39444426596128
22,1.6577335395905024,"(1, 1.0, 0, 2000)",187.41367520173617
23,1.461943261040484,"(1, 1.0, 0, 2500)",229.1280053749847
24,1.7411264914252302,"(1, 1.0, 0, 3000)",266.79380731349966
25,1.3756805832990826,"(21, 0.0, 0, 1000)",20.722015228192504
26,1.3030852861921576,"(21, 0.0, 0, 1500)",31.06337174138025
27,1.3080767128178301,"(21, 0.0, 0, 2000)",42.82712160344454
28,1.2366169954266617,"(21, 0.0, 0, 2500)",54.81055162038774
29,1.2813622724812699,"(21, 0.0, 0, 3000)",63.881337711915876
30,1.336726710025002,"(21, 0.25, 0, 1000)",21.559065188452223
31,1.2550350995843902,"(21, 0.25, 0, 1500)",33.22095266297856
32,1.2706198262050747,"(21, 0.25, 0, 2000)",42.82078448517859
33,1.2913614800747704,"(21, 0.25, 0, 2500)",57.293148430876045
34,1.3446728150634204,"(21, 0.25, 0, 3000)",68.49693997421446
35,1.250605287249474,"(21, 0.5, 0, 1000)",32.3174523577718
36,1.14419741231729,"(21, 0.5, 0, 1500)",47.74758495842252
37,0.9788262304192519,"(21, 0.5, 0, 2000)",63.89630441857844
38,0.9799518717672019,"(21, 0.5, 0, 2500)",80.61478176695618
39,0.904865467260756,"(21, 0.5, 0, 3000)",95.20078557470288
40,1.1382918462376383,"(21, 0.75, 0, 1000)",30.36991628824353
41,0.816373136236935,"(21, 0.75, 0, 1500)",46.0330600676898
42,1.072286205574432,"(21, 0.75, 0, 2000)",60.6905886083282
43,0.8941270569942015,"(21, 0.75, 0, 2500)",75.92595260012104
44,1.1474313272656325,"(21, 0.75, 0, 3000)",91.45812610261964
45,1.269843299336293,"(21, 1.0, 0, 1000)",27.879870765696978
46,1.113836819349843,"(21, 1.0, 0, 1500)",41.474266422128494
47,1.345541297841598,"(21, 1.0, 0, 2000)",54.89555991054658
48,1.1803266127977303,"(21, 1.0, 0, 2500)",69.03648508399874
49,1.4076617598697982,"(21, 1.0, 0, 3000)",81.73192821992689
50,1.3040895281359555,"(41, 0.0, 0, 1000)",20.407383619983193
