,aucs,params,time
0,1.1395211783840375,"(1, 0.0, 0, 1000)",15.718829696998
1,1.0609617989647258,"(1, 0.0, 0, 1500)",23.24245895294007
2,1.1437122564981967,"(1, 0.0, 0, 2000)",29.855170447961427
3,1.186090329596225,"(1, 0.0, 0, 2500)",37.55757238500519
4,1.0165580677361612,"(1, 0.0, 0, 3000)",44.88152433803771
5,1.306475238523939,"(1, 0.0, 1, 1000)",15.543772748031188
6,1.1185980119687668,"(1, 0.0, 1, 1500)",22.333131931023672
7,1.070915499581572,"(1, 0.0, 1, 2000)",30.442085291084368
8,1.1140212077866583,"(1, 0.0, 1, 2500)",37.743927220930345
9,0.9810743402799262,"(1, 0.0, 1, 3000)",44.23513562104199
10,1.297451175617821,"(1, 0.0, 2, 1000)",8.088684455025941
11,1.1514724408002461,"(1, 0.0, 2, 1500)",11.894231065060012
12,1.1381479876663754,"(1, 0.0, 2, 2000)",15.807527880941052
13,1.189723577306551,"(1, 0.0, 2, 2500)",19.552426300942898
14,1.137693508736351,"(1, 0.0, 2, 3000)",23.304295370995533
15,3.057511060202823,"(1, 0.0, 3, 1000)",5.9074701319332235
16,3.2294119247618847,"(1, 0.0, 3, 1500)",8.722621353925206
17,3.1260409600594468,"(1, 0.0, 3, 2000)",11.50333331892034
18,2.9012423288296247,"(1, 0.0, 3, 2500)",14.325357080961112
19,3.098355773266624,"(1, 0.0, 3, 3000)",17.18044565996388
20,2.7795235709232444,"(1, 0.0, 4, 1000)",5.11551238107495
21,2.787340908103129,"(1, 0.0, 4, 1500)",7.656439388054423
22,2.793809218441739,"(1, 0.0, 4, 2000)",10.124911999970209
23,2.8491393543341577,"(1, 0.0, 4, 2500)",12.396934448974207
24,2.9652752690455495,"(1, 0.0, 4, 3000)",14.952742705994751
25,2.984894466049531,"(1, 0.0, 5, 1000)",4.732799060060643
26,2.780098522761289,"(1, 0.0, 5, 1500)",6.74536999699194
27,2.676269726718173,"(1, 0.0, 5, 2000)",8.825222953979392
28,2.818578575639164,"(1, 0.0, 5, 2500)",10.923986455018166
29,2.680394224734867,"(1, 0.0, 5, 3000)",12.922855287964921
30,2.9240866325357384,"(1, 0.0, 6, 1000)",4.540100117970724
31,2.9415349043467467,"(1, 0.0, 6, 1500)",6.3133820200455375
32,2.8358361251213973,"(1, 0.0, 6, 2000)",8.442446561995894
