,aucs,params,Standard deviation,time
0,0.007839822488672609,"(4, 0.0, 0)",1.0576257472953265,9.833524372511306
1,-0.23863990447100475,"(4, 0.0, 1)",1.088522397788794,9.612816154008556
2,0.9064962134641761,"(4, 0.5, 0)",1.3101806678722379,9.374837025375996
3,2.137639731799855,"(4, 0.5, 1)",0.720433906253107,9.601918400243676
4,0.03193297750809608,"(5, 0.0, 0)",1.0287203788475239,6.334552855181414
5,0.012165883569156443,"(5, 0.0, 1)",0.9736098019721061,6.21700327834958
6,0.4569718798469095,"(5, 0.5, 0)",1.0483493872810203,6.121641437668586
7,1.9710176891439102,"(5, 0.5, 1)",0.9299743492316926,6.2387169319005125
8,0.05206851762883804,"(6, 0.0, 0)",1.1917090564149528,4.11532890353385
9,0.1533908226910759,"(6, 0.0, 1)",0.9082310671850623,4.2174388085636565
10,0.6360742568969726,"(6, 0.5, 0)",1.4082735191764566,4.136205858565859
11,2.052820346215192,"(6, 0.5, 1)",0.8621966912027208,4.245974278854078
12,-0.010087539448457616,"(7, 0.0, 0)",1.3204141618694583,3.018416027735384
13,0.21383910333409029,"(7, 0.0, 1)",0.6718616444931721,3.1191715706884224
14,0.4498142657560461,"(7, 0.5, 0)",1.3196560842462943,3.0663793862067905
15,2.1999038854767297,"(7, 0.5, 1)",0.8204979085636649,3.134803166324218
16,0.22243170654072492,"(8, 0.0, 0)",1.426445600534691,2.594239770697186
17,0.15894513691172882,"(8, 0.0, 1)",0.9351173619047937,2.653652349670324
18,0.059128434237311914,"(8, 0.5, 0)",1.5469821525714396,2.5896523161461573
19,1.8178374192293951,"(8, 0.5, 1)",0.8382628822773084,2.6358213124850636
20,0.19368313256432024,"(9, 0.0, 0)",1.2266902758989082,2.1360013633018298
21,0.20593101445366355,"(9, 0.0, 1)",1.1546119216136068,2.162781023845241
22,0.37527178876540235,"(9, 0.5, 0)",1.212809539594943,2.1431371864300672
23,1.6372871438194725,"(9, 0.5, 1)",0.639133517580703,2.179174168783902
24,0.05838500696070055,"(10, 0.0, 0)",1.1025129788905925,1.741908259290085
25,0.12806817910250495,"(10, 0.0, 1)",0.9803846551789641,1.7827911089256077
26,0.3604616989808924,"(10, 0.5, 0)",1.509266423846867,1.7408405258209996
27,1.6127533548018511,"(10, 0.5, 1)",0.7419823884291337,1.7679188276724744
