,Unnamed: 0,aucs,params,time
0,0,6.755216386806057,"(1, 0.0, 0)",83.95216040027434
1,1,4.295197512702468,"(1, 0.0, 1)",82.46985385014017
2,2,5.5203548214507885,"(1, 0.5, 0)",81.19087202423769
3,3,3.8743744974627217,"(1, 0.5, 1)",82.32188672023952
4,4,4.488706925861976,"(2, 0.0, 0)",19.712843671472285
5,5,3.425774885297697,"(2, 0.0, 1)",20.050636323890327
6,6,3.7512436502339215,"(2, 0.5, 0)",19.522785717179147
7,7,2.789776993937352,"(2, 0.5, 1)",20.186157458559762
8,8,3.3072447359123647,"(3, 0.0, 0)",8.671411310655456
9,9,2.5695363127681263,"(3, 0.0, 1)",8.762371753951925
10,10,3.323652949030785,"(3, 0.5, 0)",8.56161299830012
11,11,2.5579226845765817,"(3, 0.5, 1)",8.716725170377856
12,12,3.376417730178903,"(4, 0.0, 0)",4.891286741750776
13,13,2.647919297941467,"(4, 0.0, 1)",5.005515505462314
14,14,3.201429026420502,"(4, 0.5, 0)",4.888999858920557
15,15,2.5884465944679347,"(4, 0.5, 1)",4.926456016057898
16,16,2.9880160988691977,"(5, 0.0, 0)",3.119603189790894
17,17,2.448051040488131,"(5, 0.0, 1)",3.2209188597992693
18,18,3.0112097430755105,"(5, 0.5, 0)",3.167500059365125
19,19,2.5059008466408534,"(5, 0.5, 1)",3.433768537621404
20,20,2.8589280540452284,"(6, 0.0, 0)",2.198671898244072
21,21,2.5237410663243605,"(6, 0.0, 1)",2.2228182632149465
22,22,2.834585208117085,"(6, 0.5, 0)",2.201416939862554
23,23,2.4602680904023786,"(6, 0.5, 1)",2.241277592543213
24,24,2.8040698045316867,"(7, 0.0, 0)",1.5771493304315527
25,25,2.529791239912019,"(7, 0.0, 1)",1.6653912717957269
26,26,2.975903176582035,"(7, 0.5, 0)",1.6294668735830555
27,27,2.5315869822879047,"(7, 0.5, 1)",1.6619637412017028
28,28,2.872261382595581,"(8, 0.0, 0)",1.3658311321690917
29,29,2.5101051068809976,"(8, 0.0, 1)",1.3739751839967769
30,30,2.869907503684654,"(8, 0.5, 0)",1.3468949265898118
31,31,2.4853618243380504,"(8, 0.5, 1)",1.3976427171609205
32,32,2.7595351551166356,"(9, 0.0, 0)",1.0966675932276075
33,33,2.402346636113875,"(9, 0.0, 1)",1.1081729661171948
34,34,2.531531228256576,"(9, 0.5, 0)",1.1065741595651843
35,35,2.302417744400308,"(9, 0.5, 1)",1.1175557228643809
36,36,2.5374348258270936,"(10, 0.0, 0)",0.8866001125841194
37,37,2.3104062726392467,"(10, 0.0, 1)",0.9093583122994459
38,38,2.632286633660689,"(10, 0.5, 0)",0.8979845203789409
39,39,2.2458401809720434,"(10, 0.5, 1)",0.907354426330926
