,aucs,params,Standard deviation,time
0,1.5809225475086883,"(4, 0.0, 0)",1.4506562411257204,9.951084844582283
1,2.181110914174248,"(4, 0.0, 1)",1.1221954681899233,10.200896762018601
2,-0.11563930118785186,"(4, 0.5, 0)",0.5095507958526342,9.943265973748566
3,-0.3448233701201046,"(4, 0.5, 1)",0.4142009832228066,10.147731904474313
4,1.2711186063990874,"(5, 0.0, 0)",1.0017645754718147,6.4480566664196886
5,1.7488652463520276,"(5, 0.0, 1)",0.9342236270918074,6.5686088595055026
6,0.11459104352137621,"(5, 0.5, 0)",0.40833568985325625,6.416067684580639
7,-0.1611840332255644,"(5, 0.5, 1)",0.4546997651704277,6.592587884772911
8,1.347406389573041,"(6, 0.0, 0)",1.0936009407358092,4.3957698534304654
9,1.6033200777278225,"(6, 0.0, 1)",0.930112340720286,4.479823832358761
10,-0.039090474282993996,"(6, 0.5, 0)",0.3785968924911225,4.359173582117592
11,0.0456064366943696,"(6, 0.5, 1)",0.32484115567116245,4.457003613587631
12,1.0596065184649297,"(7, 0.0, 0)",0.9232688327804317,3.2196050056638796
13,1.4760970753080707,"(7, 0.0, 1)",0.8327775161517781,3.2640335573373704
14,0.022318311719333427,"(7, 0.5, 0)",0.4140769115580332,3.198098920393477
15,0.024929305613040915,"(7, 0.5, 1)",0.3843135089113939,3.5475729457241414
16,1.068860151907977,"(8, 0.0, 0)",0.8202222965653039,2.8684561864706666
17,1.4225645209059996,"(8, 0.0, 1)",0.6904732847070155,2.9496441586850324
18,0.10998774332158708,"(8, 0.5, 0)",0.4805416861564679,2.891106271886656
19,0.09402887007769416,"(8, 0.5, 1)",0.5188330290697192,2.8882402651736356
20,1.0504842211919672,"(9, 0.0, 0)",0.8061941726287721,2.573140999763382
21,1.1496621152232673,"(9, 0.0, 1)",0.7757948445816517,2.3572861914021814
22,0.1237748249839334,"(9, 0.5, 0)",0.4688410948100095,2.2200707073104695
23,0.17876599374939411,"(9, 0.5, 1)",0.5606620942765391,2.2224830250775085
24,0.9534569579012254,"(10, 0.0, 0)",0.8014941796452221,1.7711991328505974
25,1.073976845040041,"(10, 0.0, 1)",0.6837909016025876,1.799284266576251
26,0.29157140658182257,"(10, 0.5, 0)",0.32978637090565516,1.7751194635072807
27,0.2172004321217537,"(10, 0.5, 1)",0.4912021452652938,1.8388588493785392
