,Unnamed: 0,aucs,params,time
0,0,2.1650094445794825,"(0.1, 4, 500, 0)",5.034445110999968
1,1,2.0881110337508075,"(0.1, 4, 500, 1)",5.275874718999604
2,2,2.336603116923395,"(0.1, 4, 1000, 0)",9.667352289000064
3,3,2.09065197519958,"(0.1, 4, 1000, 1)",10.320432669001091
4,4,2.2608228249804063,"(0.1, 4, 1500, 0)",14.90478215400026
5,5,2.0181991354726696,"(0.1, 4, 1500, 1)",15.602188215000295
6,6,2.2242059668854752,"(0.1, 4, 2000, 0)",18.95022606700013
7,7,2.1023840322980982,"(0.1, 4, 2000, 1)",20.078578901999663
8,8,2.363694862955633,"(0.1, 4, 2500, 0)",23.339748156000038
9,9,2.0323330088573344,"(0.1, 4, 2500, 1)",25.124132795999685
10,10,2.30951404437861,"(0.1, 4, 3000, 0)",29.123465878999923
11,11,2.0780993182650382,"(0.1, 4, 3000, 1)",31.47684448799964
12,12,2.1269713830641086,"(0.1, 5, 500, 0)",5.036421619999602
13,13,2.212250015972292,"(0.1, 5, 500, 1)",5.345640897000521
14,14,2.1709519112373097,"(0.1, 5, 1000, 0)",9.75849147300096
15,15,2.01348523734247,"(0.1, 5, 1000, 1)",10.515540985000824
16,16,2.1986247005927213,"(0.1, 5, 1500, 0)",14.655208514000151
17,17,1.9747611900243691,"(0.1, 5, 1500, 1)",15.936860088000687
18,18,2.27035371994271,"(0.1, 5, 2000, 0)",19.355861414000174
19,19,2.1339915555627904,"(0.1, 5, 2000, 1)",21.03983510900025
20,20,2.455578267245608,"(0.1, 5, 2500, 0)",24.75802945599935
21,21,2.0654169138520957,"(0.1, 5, 2500, 1)",26.1919959350007
22,22,2.2850902964744497,"(0.1, 5, 3000, 0)",29.22928947899936
23,23,1.9435555510880316,"(0.1, 5, 3000, 1)",31.13864390300023
24,24,2.1958940778146774,"(0.1, 6, 500, 0)",4.983442280000872
25,25,1.864959578040768,"(0.1, 6, 500, 1)",5.427637331000824
26,26,2.380855143311269,"(0.1, 6, 1000, 0)",9.649856924000233
27,27,1.910265600725132,"(0.1, 6, 1000, 1)",9.871129816999655
28,28,2.272843382945832,"(0.1, 6, 1500, 0)",14.451216937999561
29,29,1.942975947611472,"(0.1, 6, 1500, 1)",15.71132229299974
30,30,2.4587290753993916,"(0.1, 6, 2000, 0)",19.00119428100061
31,31,1.7832062973038239,"(0.1, 6, 2000, 1)",19.872399815000332
32,32,2.2533668342977764,"(0.1, 6, 2500, 0)",23.12826785800007
33,33,1.897832449218806,"(0.1, 6, 2500, 1)",24.99988870600009
34,34,2.310630574756685,"(0.1, 6, 3000, 0)",27.99081066400004
35,35,1.942996459607692,"(0.1, 6, 3000, 1)",30.232885411999632
36,36,2.034503099168925,"(0.1, 7, 500, 0)",4.608986515000197
37,37,2.120741168738288,"(0.1, 7, 500, 1)",5.037745859999177
38,38,2.3443742377573953,"(0.1, 7, 1000, 0)",9.285702488999505
39,39,1.861455707734122,"(0.1, 7, 1000, 1)",9.953850151999633
40,40,2.17826636998969,"(0.1, 7, 1500, 0)",13.893756542000576
41,41,1.8735443819095106,"(0.1, 7, 1500, 1)",14.93322451899985
42,42,2.4175177716376153,"(0.1, 7, 2000, 0)",18.45915198800003
43,43,1.8124247804284095,"(0.1, 7, 2000, 1)",20.007777940000324
44,44,2.469476816036246,"(0.1, 7, 2500, 0)",23.03715676999991
45,45,1.9859935372629587,"(0.1, 7, 2500, 1)",24.94999603599991
46,46,2.520021663978696,"(0.1, 7, 3000, 0)",27.527304024999925
47,47,2.1262782515629253,"(0.1, 7, 3000, 1)",29.42365281800039
48,48,2.304311341814258,"(0.1, 8, 500, 0)",4.737298589999226
49,49,1.7456333625842542,"(0.1, 8, 500, 1)",5.0092607229998976
50,50,2.1915808696299792,"(0.1, 8, 1000, 0)",9.748733739999807
51,51,1.903929288838716,"(0.1, 8, 1000, 1)",10.371727515999737
52,52,2.129895959115204,"(0.1, 8, 1500, 0)",14.352864250999572
53,53,1.8851097562952952,"(0.1, 8, 1500, 1)",16.02916587899972
54,54,2.559362481819356,"(0.1, 8, 2000, 0)",19.314634237000067
55,55,1.6967839432332446,"(0.1, 8, 2000, 1)",20.560117196000192
56,56,2.1955636491451194,"(0.1, 8, 2500, 0)",23.979978122000826
57,57,1.9844353430192263,"(0.1, 8, 2500, 1)",25.42808553399982
58,58,2.352387810169774,"(0.1, 8, 3000, 0)",28.87064333500075
59,59,1.8535231204374751,"(0.1, 8, 3000, 1)",29.73073197900021
60,60,1.8966670401175232,"(0.1, 9, 500, 0)",4.7595760840004
61,61,1.987515772988691,"(0.1, 9, 500, 1)",5.042858225000599
62,62,2.3228430692544757,"(0.1, 9, 1000, 0)",9.387897217000043
63,63,1.8750219823683012,"(0.1, 9, 1000, 1)",10.313685576000353
64,64,2.1650857773992946,"(0.1, 9, 1500, 0)",14.411797901999762
65,65,2.1119410215493515,"(0.1, 9, 1500, 1)",15.432040489999965
66,66,2.1302650709143456,"(0.1, 9, 2000, 0)",19.029687296000247
67,67,1.9452896684189058,"(0.1, 9, 2000, 1)",20.802678238999764
68,68,2.468743011552622,"(0.1, 9, 2500, 0)",23.987696705000413
69,69,2.0061017713126015,"(0.1, 9, 2500, 1)",25.793187437000146
70,70,2.5115969595006282,"(0.1, 9, 3000, 0)",28.734814546999587
71,71,1.8211563653148273,"(0.1, 9, 3000, 1)",30.547509357999843
72,72,2.1497581762206908,"(0.1, 10, 500, 0)",4.725924042999394
73,73,1.966278748017024,"(0.1, 10, 500, 1)",5.142160924000564
74,74,2.215894439969869,"(0.1, 10, 1000, 0)",9.515688168999075
75,75,2.0458356548538976,"(0.1, 10, 1000, 1)",10.144688954999763
76,76,2.413510578081888,"(0.1, 10, 1500, 0)",14.332607583000026
77,77,2.049280489411424,"(0.1, 10, 1500, 1)",15.290061288001196
78,78,2.2508387828355327,"(0.1, 10, 2000, 0)",19.077078563002036
79,79,2.0304090846329923,"(0.1, 10, 2000, 1)",20.451363663999476
80,80,2.236739515885711,"(0.1, 10, 2500, 0)",23.693827094000877
81,81,1.9860129893483482,"(0.1, 10, 2500, 1)",25.211907174998487
82,82,2.4278131441377546,"(0.1, 10, 3000, 0)",28.55467914300061
83,83,1.8569058505489546,"(0.1, 10, 3000, 1)",30.40669637300016
84,84,1.8751129059449716,"(0.1, 11, 500, 0)",4.8525103929996485
85,85,1.9378024697084635,"(0.1, 11, 500, 1)",5.2442816550001226
86,86,2.1917863453354904,"(0.1, 11, 1000, 0)",9.88906034700176
87,87,1.8388956623042334,"(0.1, 11, 1000, 1)",10.407553447000282
88,88,2.2808839458972217,"(0.1, 11, 1500, 0)",14.544691306999084
89,89,1.9838265519150915,"(0.1, 11, 1500, 1)",15.30608466399917
90,90,2.124838179196505,"(0.1, 11, 2000, 0)",19.22583954399852
91,91,1.9568993187783394,"(0.1, 11, 2000, 1)",20.402216688999946
92,92,2.321968810457517,"(0.1, 11, 2500, 0)",23.23366880699905
93,93,2.085954545920386,"(0.1, 11, 2500, 1)",25.146591575999988
94,94,2.4103323175845777,"(0.1, 11, 3000, 0)",28.538832135999645
95,95,1.9820586076115863,"(0.1, 11, 3000, 1)",30.47177316000034
96,96,2.234044081126066,"(0.1, 12, 500, 0)",4.7340145509997456
97,97,1.8771688219817246,"(0.1, 12, 500, 1)",5.03567685499911
98,98,2.2449022774968075,"(0.1, 12, 1000, 0)",9.662865285999034
99,99,1.6966469941989462,"(0.1, 12, 1000, 1)",10.073889696998775
100,100,2.2738457788220225,"(0.1, 12, 1500, 0)",14.246506923000195
101,101,1.879582021538826,"(0.1, 12, 1500, 1)",15.054212028999245
102,102,2.4385009966133273,"(0.1, 12, 2000, 0)",19.256889889999908
103,103,1.849002940404941,"(0.1, 12, 2000, 1)",20.706905595001444
104,104,2.468454716902446,"(0.1, 12, 2500, 0)",23.881709903999766
105,105,1.7529305401312956,"(0.1, 12, 2500, 1)",25.133554403999373
106,106,2.3758439074325213,"(0.1, 12, 3000, 0)",28.198366138999518
107,107,1.8036057827227254,"(0.1, 12, 3000, 1)",30.364532351999518
108,108,2.021219490095973,"(0.1, 13, 500, 0)",4.774625417999231
109,109,1.8952152039417447,"(0.1, 13, 500, 1)",5.064306903001125
110,110,2.155013355196399,"(0.1, 13, 1000, 0)",9.558462181999856
111,111,1.7218740374069004,"(0.1, 13, 1000, 1)",10.195029685999543
112,112,2.473847877957365,"(0.1, 13, 1500, 0)",14.33287696700063
113,113,1.8700344028499196,"(0.1, 13, 1500, 1)",15.351435659999881
114,114,2.165658148312393,"(0.1, 13, 2000, 0)",19.181551044998738
115,115,1.684945172137197,"(0.1, 13, 2000, 1)",20.598393551000303
116,116,2.427907221676672,"(0.1, 13, 2500, 0)",24.075435665000445
117,117,1.835657646572765,"(0.1, 13, 2500, 1)",26.03617500799919
118,118,2.3774530549040613,"(0.1, 13, 3000, 0)",29.217788947999
119,119,1.7116272215019253,"(0.1, 13, 3000, 1)",31.09741395199944
120,120,2.0586668110726514,"(0.1, 14, 500, 0)",4.901246814999468
121,121,2.2045061315026353,"(0.1, 14, 500, 1)",5.286040490999767
122,122,2.2135557546554248,"(0.1, 14, 1000, 0)",9.748401974001354
123,123,2.1295731368529447,"(0.1, 14, 1000, 1)",10.22224802600067
124,124,2.0789771729751543,"(0.1, 14, 1500, 0)",14.294250495999222
125,125,1.807542902077822,"(0.1, 14, 1500, 1)",15.535835471999235
126,126,2.195722722064923,"(0.1, 14, 2000, 0)",19.570267519999106
127,127,1.8268729911350152,"(0.1, 14, 2000, 1)",20.516133911000907
128,128,2.322203785378267,"(0.1, 14, 2500, 0)",24.024355529999408
129,129,1.7687648359905275,"(0.1, 14, 2500, 1)",25.91103486900101
130,130,2.4261699307709934,"(0.1, 14, 3000, 0)",28.73288332300035
131,131,1.9583439107546035,"(0.1, 14, 3000, 1)",31.094429119000782
132,132,2.2212597112664407,"(0.1, 15, 500, 0)",4.866367061998061
133,133,1.7994385503013344,"(0.1, 15, 500, 1)",5.175315846000559
134,134,2.327979067515801,"(0.1, 15, 1000, 0)",9.654325145000257
135,135,1.677587099570562,"(0.1, 15, 1000, 1)",10.54398461799974
136,136,2.2341340070480813,"(0.1, 15, 1500, 0)",14.53781145800076
137,137,1.8546831224332836,"(0.1, 15, 1500, 1)",15.44029470899932
138,138,2.424929674210794,"(0.1, 15, 2000, 0)",19.046284704999376
139,139,1.6880569273496375,"(0.1, 15, 2000, 1)",20.333962133998284
140,140,2.295120035922703,"(0.1, 15, 2500, 0)",23.947084510000426
141,141,1.638993115438258,"(0.1, 15, 2500, 1)",24.579095565000898
142,142,2.466442297903054,"(0.1, 15, 3000, 0)",27.66559189599957
143,143,1.63616525037762,"(0.1, 15, 3000, 1)",29.610940995002235
144,144,1.8208476124879192,"(0.1, 16, 500, 0)",4.614368664999347
145,145,1.8839134164373663,"(0.1, 16, 500, 1)",4.951451307998468
146,146,2.3613098450662457,"(0.1, 16, 1000, 0)",9.222638819000167
147,147,1.7802845631671302,"(0.1, 16, 1000, 1)",9.975213646001066
148,148,2.280620321828653,"(0.1, 16, 1500, 0)",13.838294666000365
149,149,1.9375570985981643,"(0.1, 16, 1500, 1)",14.798506405000806
150,150,2.541037464032279,"(0.1, 16, 2000, 0)",18.56534165499943
151,151,1.743762847759268,"(0.1, 16, 2000, 1)",19.49914926300061
152,152,2.084383270429338,"(0.1, 16, 2500, 0)",22.91305052300049
153,153,1.7971040837685852,"(0.1, 16, 2500, 1)",24.820496858000297
154,154,2.3840641808641303,"(0.1, 16, 3000, 0)",27.385324339000363
155,155,2.0743541840025603,"(0.1, 16, 3000, 1)",29.960812795000486
156,156,1.9352514501222793,"(0.1, 17, 500, 0)",4.574699893999423
