,aucs,params,Standard deviation,time
0,0.2844621456370634,"(4, 0.0, 0)",0.32976674933682554,9.849022990352182
1,1.4116315494565401,"(4, 0.0, 1)",0.48150740908462153,9.979381178334108
2,0.18736789135371937,"(4, 0.5, 0)",0.29658358651403305,9.836942404691115
3,-0.12277599422370686,"(4, 0.5, 1)",0.22527361988254344,9.99732060918359
4,0.2403398463305305,"(5, 0.0, 0)",0.4076468566420926,6.382623210491829
5,1.1258700870065126,"(5, 0.0, 1)",0.4708513914868977,6.493263529303306
6,0.1189944768302581,"(5, 0.5, 0)",0.2406526350692067,6.3236626442745205
7,0.06983033530852374,"(5, 0.5, 1)",0.3384855554030364,6.483215324852608
8,0.30357973379247327,"(6, 0.0, 0)",0.4771786493700574,4.270793913751561
9,1.1701129019260406,"(6, 0.0, 1)",0.4217285198979549,4.374228568156127
10,0.18761997559491328,"(6, 0.5, 0)",0.3266430182828798,4.328603216330464
11,0.0392629717728671,"(6, 0.5, 1)",0.2695159089896731,4.366281189368976
12,0.14688351855558507,"(7, 0.0, 0)",0.4975468616667731,3.15178549229023
13,1.0048373812086442,"(7, 0.0, 1)",0.4180081848881659,3.2193661484909057
14,0.1551740211248398,"(7, 0.5, 0)",0.3129882879786262,3.1790459401962607
15,0.05881067079656264,"(7, 0.5, 1)",0.17709097749110242,3.24422852625122
16,0.14148779153823854,"(8, 0.0, 0)",0.4750378555927591,2.6706316026197214
17,0.9150003712317524,"(8, 0.0, 1)",0.3023452545276837,2.708875010650786
18,0.13740085791139042,"(8, 0.5, 0)",0.36702417773275325,2.6694761485047707
19,0.13029438614845273,"(8, 0.5, 1)",0.20491289652005906,2.7343788107148157
20,0.21809720375958613,"(9, 0.0, 0)",0.3755290715371454,2.2269115208776498
21,0.7169233284978306,"(9, 0.0, 1)",0.25227541082369404,2.2390016049525343
22,0.14193026493577393,"(9, 0.5, 0)",0.3366978590961684,2.2075495628635053
23,-0.027777452311095067,"(9, 0.5, 1)",0.2954328894270019,2.237990303236927
24,0.3054092818147996,"(10, 0.0, 0)",0.43539371847547564,1.8126999381206588
25,0.7659364070611842,"(10, 0.0, 1)",0.3241122068052707,1.8238764982700673
26,0.11135290826068207,"(10, 0.5, 0)",0.37518881675107957,1.8167596719695212
27,0.055589945474091705,"(10, 0.5, 1)",0.2824895515697522,1.8331282327781082
