,aucs,params,Standard deviation,time
0,0.5375262858825627,"(1, 0.0, 0, 1000)",0.44885668041014354,60.45877921601641
1,0.5749010589079322,"(1, 0.0, 0, 1500)",0.4868333374176441,90.5231453620654
2,0.5888390491296369,"(1, 0.0, 0, 2000)",0.5155321355505664,118.90661726699909
3,0.6074203681220276,"(1, 0.0, 0, 2500)",0.500796424706938,148.24623146597878
4,0.6134986681027309,"(1, 0.0, 0, 3000)",0.5062468456379964,175.81574798806105
5,0.5489506830631439,"(1, 0.0, 1, 1000)",0.4415190336011957,59.971793060947675
6,0.5779303779242977,"(1, 0.0, 1, 1500)",0.4896743237050018,89.18133644698537
7,0.5890617328003247,"(1, 0.0, 1, 2000)",0.50777834625548,119.513624935993
8,0.6059698481456405,"(1, 0.0, 1, 2500)",0.49944344531531976,147.0932595700724
9,0.5984463404082578,"(1, 0.0, 1, 3000)",0.5442083164428105,176.76814805497997
10,0.5797475931296007,"(1, 0.0, 2, 1000)",0.46952648385727647,31.994119299022714
11,0.5991648833738666,"(1, 0.0, 2, 1500)",0.45600204107215825,47.581642978970194
12,0.6006730080153191,"(1, 0.0, 2, 2000)",0.49263742069277205,62.17973297907156
13,0.5920349640092685,"(1, 0.0, 2, 2500)",0.49479850403927944,77.30034139496274
14,0.6138823290296147,"(1, 0.0, 2, 3000)",0.49161614709694623,93.30455815899768
15,0.6003886177184238,"(1, 0.0, 3, 1000)",0.33978388551129424,23.571161740954267
16,0.591011728649194,"(1, 0.0, 3, 1500)",0.3549288168577724,35.012138307036366
17,0.576717374305207,"(1, 0.0, 3, 2000)",0.3334545356510513,46.28768707494601
18,0.5811522686312168,"(1, 0.0, 3, 2500)",0.3367147405208452,57.67185136806802
19,0.5765214584268229,"(1, 0.0, 3, 3000)",0.3275784990320141,69.07123149302788
20,0.6441558541368184,"(1, 0.0, 4, 1000)",0.3596246823341515,20.516302221949445
21,0.6313994240929215,"(1, 0.0, 4, 1500)",0.3508417554126295,30.744033585011493
22,0.6524656276679043,"(1, 0.0, 4, 2000)",0.37257526578910194,40.23487992506125
23,0.632086409462715,"(1, 0.0, 4, 2500)",0.35809512591554293,50.50978418494924
24,0.6190261755726252,"(1, 0.0, 4, 3000)",0.3604910840002848,60.311119133082684
25,0.6223673550503785,"(1, 0.0, 5, 1000)",0.3446413652216342,18.010252803971525
26,0.6289908568229354,"(1, 0.0, 5, 1500)",0.3368680591518112,27.047306211083196
27,0.6280970349827031,"(1, 0.0, 5, 2000)",0.34992983305140685,35.553290080977604
28,0.625234790267101,"(1, 0.0, 5, 2500)",0.35665691016198764,44.1023854969535
29,0.6516069915276417,"(1, 0.0, 5, 3000)",0.3880051805149744,52.87287881897646
30,0.6341082967757801,"(1, 0.0, 6, 1000)",0.33701119414511843,17.109026371967047
31,0.6454458714775858,"(1, 0.0, 6, 1500)",0.3410470784620623,25.610251249046996
32,0.632717598831126,"(1, 0.0, 6, 2000)",0.3381044036476608,33.4946516789787
33,0.6408293595736532,"(1, 0.0, 6, 2500)",0.34637466778819664,42.10342063999269
34,0.64453143373262,"(1, 0.0, 6, 3000)",0.34623184119285366,50.17844836198492
35,0.6334538440144816,"(1, 0.0, 7, 1000)",0.3295077114090171,16.89693159807939
36,0.6296907776045496,"(1, 0.0, 7, 1500)",0.3313626709929398,24.796607187046902
37,0.6339915583837266,"(1, 0.0, 7, 2000)",0.3372006494188146,32.85342023210251
38,0.6488391280480846,"(1, 0.0, 7, 2500)",0.3504367458164473,40.86865709995618
39,0.6459112440327768,"(1, 0.0, 7, 3000)",0.3654498535141757,48.63107477198355
40,0.6079346214154491,"(1, 0.0, 8, 1000)",0.3081432275605939,16.574265756004024
41,0.6252839175710533,"(1, 0.0, 8, 1500)",0.32280037356558733,24.343493723019492
42,0.6097498352931789,"(1, 0.0, 8, 2000)",0.3177463442160446,32.20669962998363
43,0.6327065821703259,"(1, 0.0, 8, 2500)",0.3274150037162024,39.39740642198012
44,0.6438488288532263,"(1, 0.0, 8, 3000)",0.33072137699441484,47.59433725205599
45,0.5210510293244637,"(1, 0.25, 0, 1000)",0.49473560768838315,63.73178650296177
46,0.5582633814143528,"(1, 0.25, 0, 1500)",0.5207812620827922,93.94065287304693
47,0.5729191333563581,"(1, 0.25, 0, 2000)",0.5432257613226548,124.03003670196631
48,0.6148754910204023,"(1, 0.25, 0, 2500)",0.592747986254847,155.07985434509465
49,0.599950645291522,"(1, 0.25, 0, 3000)",0.5563997089797078,185.69819564194768
50,0.5455763661807936,"(1, 0.25, 1, 1000)",0.4886161319395066,63.024327655963134
51,0.5558411646188499,"(1, 0.25, 1, 1500)",0.5338471130652485,93.95057507193997
52,0.5876432728952226,"(1, 0.25, 1, 2000)",0.5847054005696893,124.4062381820113
53,0.5854865071167313,"(1, 0.25, 1, 2500)",0.5458159834976976,154.65372673000093
54,0.6033879146456005,"(1, 0.25, 1, 3000)",0.5756909214017865,184.0223124520271
55,0.572096248114337,"(1, 0.25, 2, 1000)",0.551070413839839,34.5314768969547
56,0.5986689437224044,"(1, 0.25, 2, 1500)",0.5639631373035803,50.47058425110299
57,0.5935132397740399,"(1, 0.25, 2, 2000)",0.579006283371192,67.03626956394874
58,0.6106804947923121,"(1, 0.25, 2, 2500)",0.5870803888458249,83.11464521297603
59,0.6236195695931963,"(1, 0.25, 2, 3000)",0.5824393071798286,100.11757532405318
60,0.571691250026184,"(1, 0.25, 3, 1000)",0.45810114228622434,26.06960194808198
61,0.5981187993789905,"(1, 0.25, 3, 1500)",0.5006319205794425,38.64079251003568
62,0.6050553357381963,"(1, 0.25, 3, 2000)",0.48548425207414203,51.19110377202742
63,0.5874960737421541,"(1, 0.25, 3, 2500)",0.5019430382764747,63.81917327895644
64,0.6123423757301938,"(1, 0.25, 3, 3000)",0.47959775399734106,76.37250829287223
65,0.64764832892213,"(1, 0.25, 4, 1000)",0.3900139084178091,22.459312068036525
66,0.6481974284570925,"(1, 0.25, 4, 1500)",0.4119396873409799,33.583804969035555
67,0.6362442534985004,"(1, 0.25, 4, 2000)",0.39924636994722723,43.813044106937014
68,0.6245220578780967,"(1, 0.25, 4, 2500)",0.40010211780375043,54.81019940288388
69,0.6381070635872287,"(1, 0.25, 4, 3000)",0.39089678522219873,65.02540166891413
70,0.6478739184382565,"(1, 0.25, 5, 1000)",0.3969603939859499,19.685572882008273
71,0.6192858308689319,"(1, 0.25, 5, 1500)",0.40399939869885204,29.12442916506552
72,0.6365124368479468,"(1, 0.25, 5, 2000)",0.41306415555847636,38.93830580788199
73,0.6355441189880957,"(1, 0.25, 5, 2500)",0.39910934746038956,48.07545589801157
74,0.6468614856450831,"(1, 0.25, 5, 3000)",0.4046879275278192,57.54746723291464
75,0.6422611528570124,"(1, 0.25, 6, 1000)",0.3780615877764088,18.869375640002545
76,0.6308549373109765,"(1, 0.25, 6, 1500)",0.3834634114856595,28.342522997874767
77,0.6682837666732497,"(1, 0.25, 6, 2000)",0.40801586375830223,37.00547003612155
78,0.6552951753646858,"(1, 0.25, 6, 2500)",0.3884450891594513,45.87397945296834
79,0.6392296528889347,"(1, 0.25, 6, 3000)",0.3744658914034936,54.65917019403423
80,0.6578134141909804,"(1, 0.25, 7, 1000)",0.3833272911086166,18.435371555009624
81,0.647033367191303,"(1, 0.25, 7, 1500)",0.37024230406135705,27.208284909982467
82,0.6452481348024324,"(1, 0.25, 7, 2000)",0.3785187210275687,35.790609973017126
83,0.6537062669870549,"(1, 0.25, 7, 2500)",0.39428874932683,44.82114635303151
84,0.6488408842143637,"(1, 0.25, 7, 3000)",0.37883919679049227,53.51212908301386
85,0.6596634366993521,"(1, 0.25, 8, 1000)",0.39868003434703864,18.03798784594983
86,0.6415271248256401,"(1, 0.25, 8, 1500)",0.3831165404237682,26.621477135893656
87,0.6650508880367203,"(1, 0.25, 8, 2000)",0.4122847457614088,35.23373473904212
88,0.6505517746867403,"(1, 0.25, 8, 2500)",0.39302100857900296,43.669157879048726
89,0.6595451571300249,"(1, 0.25, 8, 3000)",0.399858989502689,51.98729317402467
90,0.7020543908973621,"(1, 0.5, 0, 1000)",0.7604922497229436,160.49374135799007
91,0.7298434027461193,"(1, 0.5, 0, 1500)",0.7600899536301963,242.5521814439271
92,0.7496764841149288,"(1, 0.5, 0, 2000)",0.8178886960301034,326.26090028200997
93,0.741381232090766,"(1, 0.5, 0, 2500)",0.8384984580742085,407.0750089609646
94,0.7607817150913476,"(1, 0.5, 0, 3000)",0.9316398456186058,488.4511187520402
95,0.7332953634228956,"(1, 0.5, 1, 1000)",0.8141036752835014,159.73460206901655
96,0.762072980984421,"(1, 0.5, 1, 1500)",0.8100575729820112,244.41704352395027
97,0.7427356204175021,"(1, 0.5, 1, 2000)",0.7884312851276305,325.494348231965
98,0.755261152116693,"(1, 0.5, 1, 2500)",0.8938763872664376,405.01004907893366
99,0.7763083717880258,"(1, 0.5, 1, 3000)",0.953247180936302,493.0962035479606
100,0.6965128792340382,"(1, 0.5, 2, 1000)",0.764242556171716,69.41043074399931
101,0.753934207149143,"(1, 0.5, 2, 1500)",0.8700257466164494,105.12666627194267
102,0.7936685204237109,"(1, 0.5, 2, 2000)",0.8881814600131858,137.7810764700116
103,0.8370399339586788,"(1, 0.5, 2, 2500)",0.9826973962036829,172.52296279688017
104,0.8475532608010183,"(1, 0.5, 2, 3000)",1.0139784319235148,209.0684102680243
105,0.7677221049359146,"(1, 0.5, 3, 1000)",0.8806959685457812,47.18099470695597
106,0.7864371111289085,"(1, 0.5, 3, 1500)",0.9430045870765491,70.3969006339903
107,0.8228167134700517,"(1, 0.5, 3, 2000)",0.9853711264520328,92.51190025589312
108,0.8573035297901495,"(1, 0.5, 3, 2500)",1.0146621656036607,115.24034262800706
109,0.862787244366561,"(1, 0.5, 3, 3000)",1.0281772405167764,137.79338547593215
110,0.740830818848629,"(1, 0.5, 4, 1000)",0.7717300695433592,38.40004514090833
111,0.7657031890111428,"(1, 0.5, 4, 1500)",0.7971717704897311,56.67022947003716
112,0.798154994145663,"(1, 0.5, 4, 2000)",0.8418592929921662,75.07182178995572
113,0.7923070563026474,"(1, 0.5, 4, 2500)",0.8335134079383038,92.95428093193914
114,0.8160075082590813,"(1, 0.5, 4, 3000)",0.8903506364576003,111.40228834497975
115,0.7612041283398256,"(1, 0.5, 5, 1000)",0.7878823858707605,31.83719298208598
116,0.7508107496337362,"(1, 0.5, 5, 1500)",0.776604912995362,46.90869913395727
117,0.7821064860498226,"(1, 0.5, 5, 2000)",0.7990127749971243,62.18735906400252
118,0.7935371229917482,"(1, 0.5, 5, 2500)",0.7916911400895277,77.15287381396047
119,0.7845698550105153,"(1, 0.5, 5, 3000)",0.8170142397776509,92.61146055997233
120,0.7816156172849542,"(1, 0.5, 6, 1000)",0.7926305333061647,29.40943062500446
121,0.7562773601566498,"(1, 0.5, 6, 1500)",0.7761218224732154,43.42786999797681
122,0.7803665611051046,"(1, 0.5, 6, 2000)",0.7991464439375321,57.90145582499099
123,0.7899789732407663,"(1, 0.5, 6, 2500)",0.8018093198871735,72.45702754703234
124,0.7962414182268376,"(1, 0.5, 6, 3000)",0.8064030609893132,86.26172855994082
125,0.7536932420953726,"(1, 0.5, 7, 1000)",0.738328470424726,26.776468202937394
