,aucs,params,time
0,1.2257424593410071,"(40, 0.001, 0.0, 1000)",3.2654982765670866
1,1.215669007599354,"(40, 0.001, 0.0, 1500)",4.743152912240475
2,1.224731801932349,"(40, 0.001, 0.0, 2000)",6.092724350746721
3,1.215669007599354,"(40, 0.001, 0.0, 2500)",7.485326450318098
4,1.2257424593410071,"(40, 0.001, 0.0, 3000)",9.686847171979025
5,1.3910743849680705,"(40, 0.01, 0.0, 1000)",3.068048896500841
6,1.4067186495398774,"(40, 0.01, 0.0, 1500)",4.4709445419721305
7,1.3602947525680067,"(40, 0.01, 0.0, 2000)",6.034504030132666
8,1.3417111006729743,"(40, 0.01, 0.0, 2500)",7.694166456116363
9,1.3954025214209276,"(40, 0.01, 0.0, 3000)",9.306046512443572
10,1.3973214010105413,"(40, 0.1, 0.0, 1000)",3.479249744908884
11,1.4732621042249614,"(40, 0.1, 0.0, 1500)",4.929379049921408
12,1.4542904143906472,"(40, 0.1, 0.0, 2000)",6.728396285092458
13,1.479012274706517,"(40, 0.1, 0.0, 2500)",8.027583800256252
14,1.5222102533806772,"(40, 0.1, 0.0, 3000)",9.576852736063302
15,1.4443080017849912,"(40, 1.0, 0.0, 1000)",3.992418459849432
16,1.4256364286603296,"(40, 1.0, 0.0, 1500)",5.481387948151678
17,1.4259227762656177,"(40, 1.0, 0.0, 2000)",7.631452724104747
18,1.4292030779754414,"(40, 1.0, 0.0, 2500)",9.345100203063339
19,1.4343069788725937,"(40, 1.0, 0.0, 3000)",10.905529344920069
20,1.5739802298300407,"(40, 10.0, 0.0, 1000)",3.579645293066278
21,1.5251930501969424,"(40, 10.0, 0.0, 1500)",5.6495290054008365
22,1.5456839796374826,"(40, 10.0, 0.0, 2000)",7.15344565664418
23,1.5230918527306878,"(40, 10.0, 0.0, 2500)",9.001997311366722
24,1.576678042573964,"(40, 10.0, 0.0, 3000)",10.759470504010096
25,1.2017194062690524,"(40, 0.001, 0.25, 1000)",3.3583871161099523
26,1.179751632033902,"(40, 0.001, 0.25, 1500)",4.717512086965144
27,1.186365566599895,"(40, 0.001, 0.25, 2000)",6.705144496867433
28,1.2027726212625993,"(40, 0.001, 0.25, 2500)",8.37184959021397
29,1.2027726212625993,"(40, 0.001, 0.25, 3000)",9.845759025309235
30,1.343436345644295,"(40, 0.01, 0.25, 1000)",3.1742402287200093
31,1.3261290550903033,"(40, 0.01, 0.25, 1500)",5.218414710834622
32,1.3490261042613865,"(40, 0.01, 0.25, 2000)",6.752538154134527
33,1.3089187717503483,"(40, 0.01, 0.25, 2500)",7.943520596250892
34,1.3396014983710998,"(40, 0.01, 0.25, 3000)",9.578423902858049
35,1.4857114994131466,"(40, 0.1, 0.25, 1000)",3.328383221756667
36,1.496314274133457,"(40, 0.1, 0.25, 1500)",5.195046751992777
37,1.4715630276238216,"(40, 0.1, 0.25, 2000)",6.805806331336498
38,1.4589999135912342,"(40, 0.1, 0.25, 2500)",8.309373438823968
39,1.4741613369517248,"(40, 0.1, 0.25, 3000)",9.830991119844839
40,1.4411416242994808,"(40, 1.0, 0.25, 1000)",3.6451444590929896
41,1.4257636562633493,"(40, 1.0, 0.25, 1500)",5.445323972962797
42,1.4678120201268672,"(40, 1.0, 0.25, 2000)",7.473676868714392
43,1.447451527833062,"(40, 1.0, 0.25, 2500)",8.972177840070799
44,1.4174168383839594,"(40, 1.0, 0.25, 3000)",10.856411593966186
45,1.519461899119265,"(40, 10.0, 0.25, 1000)",3.7414681382942945
46,1.5267416955355335,"(40, 10.0, 0.25, 1500)",5.5332884029485285
47,1.5455936572130988,"(40, 10.0, 0.25, 2000)",6.910473498981446
48,1.5499884299057372,"(40, 10.0, 0.25, 2500)",8.99203392281197
49,1.587893807888031,"(40, 10.0, 0.25, 3000)",10.08868959126994
50,1.4292170889511266,"(40, 0.001, 0.5, 1000)",3.200981978327036
51,1.4292170889511266,"(40, 0.001, 0.5, 1500)",4.838938573375344
52,1.4292170889511266,"(40, 0.001, 0.5, 2000)",6.080232492182404
53,1.4292170889511266,"(40, 0.001, 0.5, 2500)",7.4470900690648705
54,1.4292170889511266,"(40, 0.001, 0.5, 3000)",9.201065125875175
55,1.3649855696760556,"(40, 0.01, 0.5, 1000)",3.2090571199078113
56,1.3739511856042288,"(40, 0.01, 0.5, 1500)",4.810323419049382
57,1.3739511856042288,"(40, 0.01, 0.5, 2000)",6.253271725960076
58,1.3694141572670024,"(40, 0.01, 0.5, 2500)",7.737430512206629
59,1.3649855696760556,"(40, 0.01, 0.5, 3000)",9.60207181586884
60,1.1357187055338942,"(40, 0.1, 0.5, 1000)",3.4779143291525543
61,1.1245931945179644,"(40, 0.1, 0.5, 1500)",5.356097702868283
62,1.1436447802753025,"(40, 0.1, 0.5, 2000)",6.837556056212634
63,1.130136415136033,"(40, 0.1, 0.5, 2500)",9.420537091093138
64,1.0958920791837634,"(40, 0.1, 0.5, 3000)",10.00046083657071
65,1.3682932258747957,"(40, 1.0, 0.5, 1000)",3.8228025091812015
66,1.41193961680812,"(40, 1.0, 0.5, 1500)",5.8743527985643595
67,1.3848062779535266,"(40, 1.0, 0.5, 2000)",7.305554658873007
68,1.413842814574566,"(40, 1.0, 0.5, 2500)",9.51475544902496
69,1.3763611952979666,"(40, 1.0, 0.5, 3000)",11.156494102906436
70,1.597303859407411,"(40, 10.0, 0.5, 1000)",3.710637644166127
71,1.554400328437195,"(40, 10.0, 0.5, 1500)",5.498957543866709
72,1.5054113711285242,"(40, 10.0, 0.5, 2000)",7.495424798922613
73,1.5627471049261443,"(40, 10.0, 0.5, 2500)",9.079939987976104
74,1.5629824243047659,"(40, 10.0, 0.5, 3000)",11.566762514645234
75,1.3185051756308357,"(40, 0.001, 0.75, 1000)",3.1312989259604365
76,1.3185051756308357,"(40, 0.001, 0.75, 1500)",4.7440326360519975
77,1.3185051756308357,"(40, 0.001, 0.75, 2000)",6.25076424703002
78,1.3185051756308357,"(40, 0.001, 0.75, 2500)",7.833510018652305
79,1.3185051756308357,"(40, 0.001, 0.75, 3000)",9.415839929133654
80,1.342065868614351,"(40, 0.01, 0.75, 1000)",3.212556245503947
81,1.3426508278969456,"(40, 0.01, 0.75, 1500)",5.024024204118177
82,1.3049130631282049,"(40, 0.01, 0.75, 2000)",7.235592970158905
83,1.3420310286476331,"(40, 0.01, 0.75, 2500)",8.270905700977892
84,1.3427034090108732,"(40, 0.01, 0.75, 3000)",9.430477574234828
85,1.3693786903558407,"(40, 0.1, 0.75, 1000)",3.6095191033091396
86,1.3843934433206038,"(40, 0.1, 0.75, 1500)",5.422831573989242
87,1.3698554888696355,"(40, 0.1, 0.75, 2000)",6.799708754988387
88,1.390705970641883,"(40, 0.1, 0.75, 2500)",8.889159800717607
89,1.3903413096990656,"(40, 0.1, 0.75, 3000)",9.999666355084628
90,1.3278358249021145,"(40, 1.0, 0.75, 1000)",3.803597039077431
91,1.3035611376166343,"(40, 1.0, 0.75, 1500)",5.58153296308592
92,1.326445387955755,"(40, 1.0, 0.75, 2000)",7.006443818099797
93,1.2688947255120557,"(40, 1.0, 0.75, 2500)",8.909939154051244
94,1.2697430514018326,"(40, 1.0, 0.75, 3000)",11.895716933300719
95,1.6134428923620896,"(40, 10.0, 0.75, 1000)",3.9311425262130797
96,1.5720153011381626,"(40, 10.0, 0.75, 1500)",6.450980873778462
97,1.5567676323520787,"(40, 10.0, 0.75, 2000)",7.116894909646362
98,1.5839698031106415,"(40, 10.0, 0.75, 2500)",8.769541169051081
99,1.5445429083398161,"(40, 10.0, 0.75, 3000)",11.271831201156601
100,1.4638600209180046,"(40, 0.001, 1.0, 1000)",2.9722643801942468
101,1.4638600209180046,"(40, 0.001, 1.0, 1500)",4.472770320717245
102,1.4638600209180046,"(40, 0.001, 1.0, 2000)",6.1095708245411515
103,1.4638600209180046,"(40, 0.001, 1.0, 2500)",7.683727849042043
104,1.4638600209180046,"(40, 0.001, 1.0, 3000)",8.776151922997087
105,1.4890856975799096,"(40, 0.01, 1.0, 1000)",3.0292005478404462
106,1.4890856975799096,"(40, 0.01, 1.0, 1500)",4.519323643064126
107,1.4890856975799096,"(40, 0.01, 1.0, 2000)",6.470331995980814
108,1.4890856975799096,"(40, 0.01, 1.0, 2500)",8.236373819643632
109,1.4890856975799096,"(40, 0.01, 1.0, 3000)",9.420310972025618
110,1.3326509522328922,"(40, 0.1, 1.0, 1000)",3.4244598280638456
111,1.3623447656412335,"(40, 0.1, 1.0, 1500)",5.049174007959664
112,1.3848756717408404,"(40, 0.1, 1.0, 2000)",6.707762061851099
113,1.347749057346407,"(40, 0.1, 1.0, 2500)",8.175788016524166
114,1.3373493136071108,"(40, 0.1, 1.0, 3000)",10.06086018611677
115,1.3690097517169575,"(40, 1.0, 1.0, 1000)",3.8845742610283196
116,1.3738261767827413,"(40, 1.0, 1.0, 1500)",5.458682555006817
117,1.3477616041843945,"(40, 1.0, 1.0, 2000)",7.193439481081441
118,1.3262730123680633,"(40, 1.0, 1.0, 2500)",9.170302545884624
119,1.3252575664479724,"(40, 1.0, 1.0, 3000)",10.410516103962436
120,1.566248796266668,"(40, 10.0, 1.0, 1000)",3.6328535948414356
121,1.5337701696025974,"(40, 10.0, 1.0, 1500)",5.502688506850973
122,1.5445049878428962,"(40, 10.0, 1.0, 2000)",7.275852797087282
123,1.5605691248003173,"(40, 10.0, 1.0, 2500)",8.828680800972506
124,1.5625719819875323,"(40, 10.0, 1.0, 3000)",10.870768364751711
125,1.1744354317238663,"(80, 0.001, 0.0, 1000)",3.68384104850702
126,1.2114971427082577,"(80, 0.001, 0.0, 1500)",5.750926717882976
127,1.1626264657606096,"(80, 0.001, 0.0, 2000)",6.718547604279593
128,1.1380997812156293,"(80, 0.001, 0.0, 2500)",9.167984439991415
129,1.1426913959467235,"(80, 0.001, 0.0, 3000)",10.2777400969062
130,1.1359665393829346,"(80, 0.01, 0.0, 1000)",3.7118618390522897
131,1.1440280779319651,"(80, 0.01, 0.0, 1500)",5.469199053244665
132,1.178803357043687,"(80, 0.01, 0.0, 2000)",7.024684516014531
133,1.2162040603949742,"(80, 0.01, 0.0, 2500)",9.323000178905204
134,1.162631374071626,"(80, 0.01, 0.0, 3000)",10.499210831942037
135,1.3607246614992619,"(80, 0.1, 0.0, 1000)",3.901739067863673
136,1.3702879596939859,"(80, 0.1, 0.0, 1500)",6.1724422089755535
137,1.3258097969981677,"(80, 0.1, 0.0, 2000)",7.739976034965366
138,1.3169599249520723,"(80, 0.1, 0.0, 2500)",10.007031173910946
139,1.34024438402232,"(80, 0.1, 0.0, 3000)",11.183385928859934
140,1.825425589588635,"(80, 1.0, 0.0, 1000)",4.424935442395508
141,1.7469525413587688,"(80, 1.0, 0.0, 1500)",6.383949085371569
142,1.9112218416241162,"(80, 1.0, 0.0, 2000)",8.63054521405138
143,1.7844455008997635,"(80, 1.0, 0.0, 2500)",10.709205551072955
144,1.7347539629787208,"(80, 1.0, 0.0, 3000)",13.245320979272947
145,1.8356298352865612,"(80, 10.0, 0.0, 1000)",4.193644426064566
146,1.8967215843060439,"(80, 10.0, 0.0, 1500)",6.094376409193501
147,1.8577176068854682,"(80, 10.0, 0.0, 2000)",8.516765471315011
148,1.8830853078733472,"(80, 10.0, 0.0, 2500)",10.011626228922978
149,1.9203739783562284,"(80, 10.0, 0.0, 3000)",12.192337071988732
150,1.19987675788648,"(80, 0.001, 0.25, 1000)",3.5829429789446294
151,1.1451459318070727,"(80, 0.001, 0.25, 1500)",5.600914391921833
152,1.1629113217377487,"(80, 0.001, 0.25, 2000)",7.2851784359663725
153,1.1349300725221196,"(80, 0.001, 0.25, 2500)",8.967548304935917
154,1.131567980677766,"(80, 0.001, 0.25, 3000)",10.612131637055427
155,1.2861841070301394,"(80, 0.01, 0.25, 1000)",3.607202776707709
156,1.2292635744601927,"(80, 0.01, 0.25, 1500)",5.351676354184747
157,1.2332919744884265,"(80, 0.01, 0.25, 2000)",7.0539081818424165
158,1.2468002343440758,"(80, 0.01, 0.25, 2500)",8.823126905597746
159,1.2593174379099819,"(80, 0.01, 0.25, 3000)",10.710249589988962
160,1.330712640614194,"(80, 0.1, 0.25, 1000)",3.9116068619769067
161,1.3404496469261016,"(80, 0.1, 0.25, 1500)",6.09430694533512
162,1.30001372954096,"(80, 0.1, 0.25, 2000)",7.626419132109731
163,1.352588130796657,"(80, 0.1, 0.25, 2500)",9.716130924178287
164,1.350511299654403,"(80, 0.1, 0.25, 3000)",11.20356394792907
165,1.7385157404796168,"(80, 1.0, 0.25, 1000)",4.247804094804451
166,1.687436977269895,"(80, 1.0, 0.25, 1500)",6.367698306683451
167,1.6727537118008033,"(80, 1.0, 0.25, 2000)",8.792052254080772
168,1.6619484978344512,"(80, 1.0, 0.25, 2500)",10.62876768130809
169,1.6984288255766253,"(80, 1.0, 0.25, 3000)",12.350475885206833
170,1.9181398195598056,"(80, 10.0, 0.25, 1000)",4.2807462241034955
171,1.8372463964583243,"(80, 10.0, 0.25, 1500)",6.139861962758005
172,1.9195656191557646,"(80, 10.0, 0.25, 2000)",8.151813875185326
173,1.9415955167044612,"(80, 10.0, 0.25, 2500)",10.658967569004744
174,1.848319926792208,"(80, 10.0, 0.25, 3000)",12.166932362830266
175,1.3912953737027505,"(80, 0.001, 0.5, 1000)",3.4167270488105714
176,1.3413798483855583,"(80, 0.001, 0.5, 1500)",4.898945695254952
177,1.377860082335332,"(80, 0.001, 0.5, 2000)",7.145807440858334
178,1.3800547193954973,"(80, 0.001, 0.5, 2500)",8.426608368288726
179,1.3858724795281887,"(80, 0.001, 0.5, 3000)",9.759841495892033
180,1.3506732810507802,"(80, 0.01, 0.5, 1000)",3.5056390180252492
181,1.3740042412105726,"(80, 0.01, 0.5, 1500)",5.080333292251453
182,1.3756246797740461,"(80, 0.01, 0.5, 2000)",6.6439209373202175
183,1.3914163170491947,"(80, 0.01, 0.5, 2500)",8.900093940086663
184,1.3458398459150511,"(80, 0.01, 0.5, 3000)",10.472636334132403
185,1.2883934034582445,"(80, 0.1, 0.5, 1000)",3.883642900036648
186,1.3057830245617557,"(80, 0.1, 0.5, 1500)",5.8269147702958435
187,1.3363017064245308,"(80, 0.1, 0.5, 2000)",7.943474930012599
188,1.365778426343904,"(80, 0.1, 0.5, 2500)",9.396222975105047
189,1.3618730982436853,"(80, 0.1, 0.5, 3000)",11.799832325195894
190,1.6752744408324363,"(80, 1.0, 0.5, 1000)",4.2052171940449625
191,1.6992828609531416,"(80, 1.0, 0.5, 1500)",6.261585826287046
192,1.66471709241981,"(80, 1.0, 0.5, 2000)",8.135648889932781
193,1.745419026440119,"(80, 1.0, 0.5, 2500)",11.127391810063273
194,1.6823785599485477,"(80, 1.0, 0.5, 3000)",13.250251168617979
195,1.98683383583146,"(80, 10.0, 0.5, 1000)",4.177368270931765
196,1.9489848569692931,"(80, 10.0, 0.5, 1500)",6.281629714882001
197,1.8796978539622882,"(80, 10.0, 0.5, 2000)",8.150853205937892
198,1.8625339339322906,"(80, 10.0, 0.5, 2500)",10.239162164274603
199,1.9664932404809137,"(80, 10.0, 0.5, 3000)",12.143757794983685
200,1.3068207222310937,"(80, 0.001, 0.75, 1000)",3.2410265642683953
201,1.301074604602421,"(80, 0.001, 0.75, 1500)",4.754693303955719
202,1.2874274283647535,"(80, 0.001, 0.75, 2000)",6.319827575003728
203,1.2999021360102823,"(80, 0.001, 0.75, 2500)",7.9426788908895105
204,1.3215541697162039,"(80, 0.001, 0.75, 3000)",9.745385917136446
205,1.3208485622178106,"(80, 0.01, 0.75, 1000)",3.28748792828992
206,1.3239003754713956,"(80, 0.01, 0.75, 1500)",4.83366498327814
207,1.3140038828201155,"(80, 0.01, 0.75, 2000)",6.406617979053408
208,1.3242185364312984,"(80, 0.01, 0.75, 2500)",8.351291993632913
209,1.3164692891871228,"(80, 0.01, 0.75, 3000)",9.411035399651155
210,1.574734843741445,"(80, 0.1, 0.75, 1000)",3.852400229079649
211,1.4813813065781314,"(80, 0.1, 0.75, 1500)",5.724615121260285
212,1.5529503373977016,"(80, 0.1, 0.75, 2000)",7.637084982357919
213,1.5297248543404482,"(80, 0.1, 0.75, 2500)",9.652633995050564
214,1.586027629892616,"(80, 0.1, 0.75, 3000)",10.965703826863319
215,1.8144828746643138,"(80, 1.0, 0.75, 1000)",4.382313985843211
216,1.7265870542758528,"(80, 1.0, 0.75, 1500)",6.131238608621061
217,1.7434015283306294,"(80, 1.0, 0.75, 2000)",8.043186557013541
218,1.7520632186904552,"(80, 1.0, 0.75, 2500)",10.19515755889006
219,1.779173665438943,"(80, 1.0, 0.75, 3000)",12.160012726671994
220,1.9521550676401924,"(80, 10.0, 0.75, 1000)",4.295011425158009
221,1.8858866274356845,"(80, 10.0, 0.75, 1500)",6.087615045253187
222,1.9002494412748252,"(80, 10.0, 0.75, 2000)",7.985156148206443
223,1.898384908608654,"(80, 10.0, 0.75, 2500)",10.06491589709185
224,1.8268772710333852,"(80, 10.0, 0.75, 3000)",12.288568397983909
225,1.2726402651737718,"(80, 0.001, 1.0, 1000)",3.3272484552580863
226,1.2535721563679332,"(80, 0.001, 1.0, 1500)",4.688755504088476
227,1.2453876110122484,"(80, 0.001, 1.0, 2000)",6.234994617989287
228,1.2736842637552934,"(80, 0.001, 1.0, 2500)",7.962524960050359
229,1.263419235453886,"(80, 0.001, 1.0, 3000)",9.342124608810991
230,1.475090004876256,"(80, 0.01, 1.0, 1000)",3.2078709467314184
231,1.4236183177679778,"(80, 0.01, 1.0, 1500)",5.020227097440511
232,1.4360717308433615,"(80, 0.01, 1.0, 2000)",6.444646181538701
233,1.4617174466962322,"(80, 0.01, 1.0, 2500)",8.135631055105478
234,1.3956062589936398,"(80, 0.01, 1.0, 3000)",9.3039261540398
235,1.5933102575075977,"(80, 0.1, 1.0, 1000)",3.670091431820765
236,1.5757002338767052,"(80, 0.1, 1.0, 1500)",5.4635913672391325
237,1.6058593160308459,"(80, 0.1, 1.0, 2000)",7.6241381713189185
238,1.6009081870536592,"(80, 0.1, 1.0, 2500)",9.158157619880512
239,1.6405567763921092,"(80, 0.1, 1.0, 3000)",11.195445274701342
240,1.817283642149585,"(80, 1.0, 1.0, 1000)",4.109508432913572
241,1.8280077503446273,"(80, 1.0, 1.0, 1500)",5.949078097939491
242,1.919974839325775,"(80, 1.0, 1.0, 2000)",8.026021168101579
243,1.8951402880360977,"(80, 1.0, 1.0, 2500)",10.112773976521567
244,1.9262551559710546,"(80, 1.0, 1.0, 3000)",12.153150653000921
245,1.8645867594024716,"(80, 10.0, 1.0, 1000)",4.266781242564321
246,1.8723553999162772,"(80, 10.0, 1.0, 1500)",6.0319446448702365
247,1.8739083996152177,"(80, 10.0, 1.0, 2000)",8.076582249253988
248,1.8894453700850993,"(80, 10.0, 1.0, 2500)",10.114031969103962
249,1.8606008873704603,"(80, 10.0, 1.0, 3000)",12.045598538592458
250,1.1705268186462274,"(120, 0.001, 0.0, 1000)",3.945015784818679
251,1.1928138179375845,"(120, 0.001, 0.0, 1500)",5.939151772996411
252,1.1594634099041714,"(120, 0.001, 0.0, 2000)",7.905142104253173
253,1.1753350875176052,"(120, 0.001, 0.0, 2500)",9.451023081317544
254,1.167972688278293,"(120, 0.001, 0.0, 3000)",11.110959326848388
255,1.2145730550674831,"(120, 0.01, 0.0, 1000)",4.050824559060857
256,1.1928173920468372,"(120, 0.01, 0.0, 1500)",5.767129986081272
257,1.1765815776937147,"(120, 0.01, 0.0, 2000)",7.411357583012432
258,1.0928816936691017,"(120, 0.01, 0.0, 2500)",9.922693511936814
259,1.1182573658578536,"(120, 0.01, 0.0, 3000)",11.404391114832833
260,1.3115784075330286,"(120, 0.1, 0.0, 1000)",4.042769871652126
261,1.3327101997003945,"(120, 0.1, 0.0, 1500)",5.973596104886383
